"","RowNumber","CustomerId","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"2302",1838.06363021582,15639155.5967621,"Volkova",828.325232036412,"France","Male",36.6841837000102,6.09568646363914,111615.972636778,1,1,0,27991.0047034012,"1"
"49441",7240.75158188026,15633424.1775755,"Madukwe",526.399118977133,"France","Female",50.7891177549027,6,120357.69111276,1.30990197276697,1,1,90677.6803501626,"1"
"43091",5901.2371392881,15710539.8500093,"Greece",625.136698261602,"France","Female",51.1510789222084,8.1510789222084,46292.6341420047,1,1,1,120685.490674621,"1"
"7974",7974,15656005,"Millar",592,"Germany","Male",31,7,124593.23,1,1,0,86079.67,"0"
"4476",7128.87652118318,15717453.7839278,"Voronova",552.699466903927,"Germany","Male",33.7556240942795,3.48033660813235,115518.388533888,1,1,1,178532.085848514,"1"
"3037.2",3037,15610403,"Anderson",659,"France","Male",43,1,106086.42,2,1,0,26900.63,"0"
"6995",6995,15589210,"Adamson",557,"France","Female",24,4,0,1,0,0,20515.72,"0"
"5948",5948,15672798,"O'Brien",656,"France","Female",45,7,145933.27,1,1,1,199392.14,"0"
"9568",9568,15696733,"McKenzie",724,"France","Male",29,4,0,1,1,0,8982.75,"0"
"50481",7379.35798932286,15619231.8510924,"Lori",467.144463141914,"France","Female",35.8149981843308,7.1259992737323,124295.488963757,1,0,0,74367.9786228131,"1"
"6896",6896,15694765,"Sabbatini",610,"Germany","Male",49,6,113882.33,1,1,0,195813.81,"1"
"2551",2551,15784301,"Wang",850,"France","Male",42,0,0,2,1,0,44165.84,"0"
"1469",1469,15814846,"Ozerova",691,"France","Male",52,3,0,1,1,0,175843.68,"1"
"9942",9942,15676869,"T'ien",657,"Spain","Male",36,8,0,2,0,1,123866.43,"0"
"1879",1879,15641043,"Scott",648,"Spain","Male",35,7,0,2,1,1,78436.36,"0"
"33321",4814.28738852916,15707341.4410146,"Piccio",579.95415715361,"France","Female",39.5735062249005,5.82168827811256,40933.7067254885,1,1,0,10860.5990702991,"1"
"5872",5872,15709920,"Burke",479,"France","Female",33,2,208165.53,1,0,0,50774.81,"1"
"6803.1",6803,15700656,"Balashova",662,"France","Male",32,9,0,2,0,0,65089.38,"0"
"9061",9061,15770474,"Myers",685,"France","Female",33,1,0,3,0,1,70221.13,"1"
"6041",9525.87069044355,15597655.6753099,"Sims",701.930882981746,"Spain","Male",48.227108590072,4.4515260939952,148466.097678452,1,1,1,173104.779383295,"1"
"40131",6362.4413476144,15623343.0535109,"White",603.167096903082,"Germany","Female",47.842813389143,1.4314373221714,130047.673662091,2.5685626778286,0,0,49516.4370733857,"1"
"3013",3013,15739160,"Mahon",849,"France","Female",41,9,115465.28,1,1,0,103174.5,"0"
"4248",4248,15677906,"Owens",637,"Spain","Female",54,5,0,1,0,1,150836.98,"0"
"55241",8828.17138550803,15762230.8693287,"Grant",694.420469721779,"Spain","Male",38.4426632197574,3.48088773991913,102798.836326138,1,1,1,75030.2508195758,"1"
"59691",9480.86183335632,15764773.5102454,"He",721.986338224029,"France","Female",32.7248243370559,7.27517566294409,115490.855255502,1.75839188764803,1,1,166695.476754779,"1"
"6144",6144,15654096,"Johnston",779,"Germany","Female",24,10,122200.31,2,1,0,43705.56,"0"
"31931",5875.86147274496,15609337.1787887,"Singh",770.169750050409,"France","Female",31.7940928384196,5.55202856566757,0,1,1,0,194627.229675637,"1"
"6905",6905,15627185,"Terry",744,"Germany","Male",29,6,123737.04,2,1,0,141558.04,"0"
"6450",6450,15625706,"White",693,"Germany","Male",45,2,116546.59,2,0,0,23140.28,"1"
"34811",4750.03383355215,15718400.6803026,"Niu",690.095965155633,"Germany","Female",44.0353786353953,4.19646213646047,95684.2653979438,1,1,0,163323.265238544,"1"
"9220",9220,15712596,"Huang",499,"France","Male",31,4,0,1,1,0,25950.49,"0"
"11811",2172.84054222191,15744270.1273766,"Otitodilichukwu",624.790346315596,"Germany","Female",53.8031232508365,7.39943213621154,22134.0305408318,1,1,1,144593.805499344,"1"
"8113.2",8113,15623966,"Yermakov",578,"France","Female",35,2,0,2,0,1,26389.92,"0"
"8367.1",8367,15812422,"Ugorji",637,"France","Male",41,2,0,2,0,1,102515.42,"0"
"53431",6191.28980505653,15691051.1468621,"Davis",639.619218377396,"Germany","Male",46.3624808825552,7.98906966904178,116953.419729196,4,1,1,158001.870509677,"1"
"3524.1",3524,15766746,"Darwin",835,"France","Male",35,6,127120.07,1,1,0,28707.69,"0"
"5258",5258,15628600,"Lee",807,"Germany","Female",31,1,141069.18,3,1,1,194257.11,"0"
"7322",7322,15689268,"Fitzpatrick",584,"France","Male",36,9,0,1,1,1,105818.51,"0"
"9921",9921,15673020,"Smith",678,"France","Female",49,3,204510.94,1,0,1,738.88,"1"
"1712",1712,15617603,"Mackay",850,"Germany","Male",30,5,123210.56,2,1,1,102180.27,"0"
"3958",3958,15756610,"Carlson",657,"Germany","Female",38,5,123770.46,1,0,0,47019.66,"1"
"2585",5932.64358904073,15758834.1069369,"Gaffney",838.872977665626,"Germany","Male",45.8208507616073,4.94028358720243,121184.405662729,1,1,0,57654.8368346354,"1"
"8580.2",8580,15702277,"Smith",650,"France","Male",34,4,106005.54,1,0,1,142995.32,"0"
"2808.1",2808,15780128,"Ogbonnaya",705,"France","Male",33,3,144427.96,2,1,0,113845.19,"0"
"47961",6314.22007935308,15715302.2286297,"Maclean",654.906259404495,"France","Female",45.6562549788505,7.7031252766028,0,1,1,1,44603.1037753646,"1"
"8825",8825,15752388,"Doyle",643,"Spain","Female",35,6,0,2,1,1,41549.64,"0"
"2123",2123,15732740,"Plant",765,"Spain","Female",32,9,178095.55,1,0,0,47247.56,"0"
"43171",6933.81736895326,15619926.3892314,"H?",591.305241131224,"France","Female",44.0972129744478,7.95139351277612,153783.969390053,1,1,0,49385.81467804,"1"
"17201",2820.2823501341,15671528.4345808,"Sazonova",541.400001255795,"Spain","Female",38.182352959644,7.18235295964405,111274.14139302,2.18235295964405,1,0,80371.6907636782,"1"
"5608",5608,15771728,"Mackenzie",641,"Germany","Male",41,7,104405.54,3,1,0,17384.21,"0"
"25461",4814.35515364027,15665651.4461957,"Campbell",706.119576152414,"Germany","Female",53.7777587496676,2.48718826938421,141123.948201641,3.75213528843597,0,0,34629.4670992519,"1"
"1393.1",1393,15730540,"Simpson",794,"Spain","Male",45,8,88656.37,2,1,0,116547.31,"0"
"5916",5916,15725665,"Lo",679,"France","Male",47,10,198546.1,2,1,0,191198.92,"1"
"5496",5496,15601387,"Yen",721,"France","Male",35,10,0,2,1,0,71594.26,"0"
"2259",2259,15776631,"Ma",466,"France","Female",36,5,119540.15,1,0,1,80603.99,"0"
"5902",5902,15712930,"Duncan",587,"France","Male",42,1,0,1,0,0,123006.91,"0"
"36401",7526.17212441983,15585284.6424733,"Woodhouse",686.046925758943,"Germany","Male",48.632371422369,3.47352571552619,101466.18705128,1,0,0,81128.316678972,"1"
"42281",7355.75309136696,15703710.5824791,"Noble",764.184740332887,"Germany","Male",36.2103496966884,6.07011656556278,116474.256366507,2,0,1,54812.7407966912,"1"
"6391",6391,15588406,"Chiemenam",574,"Spain","Female",37,7,0,2,1,0,32262.28,"0"
"10421",2007.74238294875,15603073.6999224,"Wilson",622.428954261122,"Spain","Male",37.7273521737661,9,114081.637951691,1,1,1,183994.895139063,"1"
"22291",4186.13828940643,15660828.0425362,"Hickey",467.434762965655,"France","Female",72.6113029047847,8,100704.123921411,1,0,0,161029.980096828,"1"
"9181.1",9181,15568326,"Kenenna",637,"France","Female",44,2,0,2,1,0,149665.65,"0"
"1655.1",1655,15667134,"Cisneros",446,"France","Male",32,8,0,2,0,0,133292.94,"0"
"6109",6109,15761076,"Lei",507,"France","Male",41,3,58820.32,2,1,1,138536.09,"0"
"1015",1015,15585961,"Talbot",496,"Spain","Female",43,3,0,2,0,1,199505.53,"0"
"2774",2774,15610765,"Onwumelu",559,"France","Male",29,1,0,2,0,0,155639.76,"0"
"6310.1",6310,15785342,"Shipp",705,"France","Male",25,9,0,2,0,1,112331.19,"0"
"8272",4256.50190047314,15660081.3102208,"Day",579.844858464319,"Germany","Female",43,5,53020.6626504881,3.60517138452269,1,1,104615.593861791,"1"
"32910",1177.60997726722,15778480.4098329,"Ferreira",640.686084226705,"Germany","Female",58.4742030240595,4.55927537800744,64278.2742161556,2.11855075601488,0,1,34772.3136818065,"1"
"16741",2185.20573226828,15786971.4526169,"Onwumelu",825.83481838461,"France","Female",47.5679892376065,8,10062.5337757919,1.17900134529918,0,0,37881.334549674,"1"
"51171",8051.33906874992,15612111.9700484,"Turnbull",640.410711141303,"Germany","Female",42.026777853258,5.19642961956561,151131.294486995,1,0,0,57316.0722994733,"1"
"6863.2",6863,15736287,"Piccio",586,"France","Male",33,9,0,1,1,0,6975.02,"0"
"46671",6741.79719835706,15791837.9685984,"Thomson",677.342869905755,"Germany","Male",48.6095216823742,9.23174638627097,179161.040290362,1,1,0,153255.597485959,"1"
"25281",4377.40564981732,15814154.5986138,"Wang",613.513574381592,"Germany","Male",44.9989140494727,1.83351432508789,20211.3576046167,1,0,1,158365.127458561,"1"
"6239.1",6239,15589437,"Lu",466,"France","Male",26,3,156815.71,1,1,1,137476.09,"0"
"4368",4368,15675854,"Douglas",573,"Spain","Male",50,0,159304.07,1,0,1,155915.24,"1"
"439",439,15783501,"Findlay",800,"France","Female",38,2,168190.33,2,1,0,68052.08,"0"
"53711",9613.12798283854,15682554.5101244,"Reyna",782.575751581462,"Germany","Male",43.7149867429398,2.7141688761767,53616.4497713174,1.7141688761767,1,0,112350.283883152,"1"
"9535",9535,15795488,"Beneventi",773,"Spain","Male",52,2,0,2,1,0,57337.79,"0"
"1873.4",1873,15706593,"Ellis",850,"Spain","Female",50,10,0,2,1,1,33741.84,"0"
"2139",2139,15688619,"Scott",718,"Spain","Male",45,3,105266.32,2,1,1,193724.51,"0"
"17410",246.136846425943,15796370.6890056,"Liao",638.55800707452,"France","Male",40.4789624908008,9.93157678702846,123597.497049438,1,1,0,132037.647823236,"1"
"5477",5477,15723864,"Lucas",828,"Spain","Male",47,1,109876.82,2,1,0,83611.45,"1"
"9633",9633,15791006,"Kodilinyechukwu",760,"Germany","Female",34,6,58003.41,1,1,0,90346.1,"0"
"791",791,15763431,"Echezonachukwu",698,"France","Male",36,2,82275.35,2,1,1,93249.26,"0"
"5234",5234,15591286,"Simmons",731,"Germany","Female",49,4,88826.07,1,1,1,33759.41,"1"
"2253.1",2253,15604782,"Tan",733,"Germany","Female",33,7,187257.94,1,0,1,190430.81,"0"
"846",846,15592222,"Lo",505,"France","Male",49,7,80001.23,1,0,0,135180.11,"0"
"20631",3411.73989062174,15592332.5709665,"Shipton",628.98368515214,"Spain","Female",56.2872680807486,8,0,2,0,1,109256.441428354,"1"
"7725",7725,15673591,"Oluchukwu",842,"France","Male",44,3,141252.18,4,0,1,128521.16,"1"
"8493",8493,15804104,"Romani",494,"France","Male",28,9,114731.76,2,0,1,79479.74,"0"
"9524",640.754415998235,15701443.2725476,"Shih",581.245953296311,"France","Female",43.0487235195469,8.81948940781876,74113.6177800713,1.40974470390938,0,0,147205.374190454,"1"
"9815",9815,15600106,"Wei",631,"France","Male",36,1,0,2,0,0,133141.34,"0"
"6534",6534,15706269,"Willis",489,"France","Female",47,8,103894.38,2,1,1,107625.46,"0"
"34411",5108.97397525841,15771489.7334168,"Bruno",754.790521960007,"Spain","Male",39.7450066807214,1.65954484720714,103014.875836966,2,1,0,90644.3547828785,"1"
"3190",3190,15596522,"Meredith",692,"France","Female",42,2,0,2,1,0,145222.93,"0"
"60601",8323.56711427681,15748643.9146926,"Greece",747.203757891431,"France","Male",36.8473460935056,6.83053078129888,136115.556959296,3,1,1,28792.0730852609,"1"
"8389",8389,15806570,"Y?an",763,"France","Female",53,4,0,1,1,0,77203.72,"1"
"5440.2",5440,15582168,"Muravyova",713,"Germany","Female",61,4,149525.34,2,1,0,123663.63,"0"
"3416",3416,15710689,"Angel",578,"Spain","Male",40,6,63609.92,1,0,0,74965.61,"1"
"3074",3074,15614420,"Gerasimova",531,"Germany","Female",32,0,109570.21,2,1,1,172049.84,"0"
"6087",8293.3681274734,15723232.2338712,"Winter",525.175935304724,"France","Female",48.5879676523618,9.56867205793969,107878.213447098,1,1,0,137134.03168522,"1"
"829",829,15596914,"Shaw",630,"Germany","Female",31,2,112373.49,2,1,1,131167.98,"0"
"343",1861.58369765989,15765132.1808887,"Lu",567.33730494976,"Spain","Female",50.64589538984,3.70820922031999,144081.443855936,2.29179077968001,0,1,180432.58114321,"1"
"7484",7484,15784526,"Chen",616,"France","Male",44,5,102016.38,1,0,1,178235.37,"1"
"8583",8583,15637947,"Wei",668,"Spain","Male",32,1,134446.04,1,0,1,111241.37,"0"
"5132",5132,15707479,"Fan",664,"France","Male",40,7,125608.72,1,1,0,122073.48,"0"
"5533.2",5533,15602572,"Hsing",720,"France","Male",33,9,0,2,1,1,142956.48,"0"
"9893.1",9893,15796370,"Shah",604,"Spain","Male",40,5,155455.43,1,0,1,113581.85,"0"
"59741",9174.55239108764,15743623.1435227,"Enderby",528.128503443673,"Germany","Male",45.5866321674548,8.82673566509038,114501.650403156,1,1,1,99578.1372003247,"1"
"7677",7677,15722535,"Ireland",457,"France","Female",33,7,127837.54,1,0,1,60013.17,"0"
"2793",2793,15742820,"Trevisano",535,"France","Female",45,2,0,2,0,1,170621.55,"0"
"6831",6831,15669262,"Maslov",765,"France","Male",43,9,157960.49,2,0,0,136602.8,"0"
"3332",3332,15574122,"Tien",817,"France","Male",34,5,129278.43,1,0,0,165562.84,"0"
"6389",6389,15582033,"Manfrin",753,"Germany","Male",44,3,138076.47,1,1,0,15523.09,"1"
"2083",2083,15617617,"Stewart",811,"Spain","Male",39,7,0,2,1,1,177519.39,"0"
"4185",4185,15635141,"Miller",598,"Germany","Male",59,8,118210.42,2,0,0,60192.14,"1"
"3753.1",3753,15810385,"Giordano",717,"Spain","Female",36,2,164557.95,1,0,1,82336.73,"0"
"5377",5377,15602500,"Maslova",850,"Spain","Male",38,1,146343.98,1,0,1,103902.11,"0"
"3229",3229,15693264,"Onyinyechukwuka",583,"France","Female",29,10,0,2,1,1,111285.85,"0"
"1340",1340,15761132,"Capon",682,"Spain","Male",46,7,128029.72,1,1,1,62615.35,"0"
"33811",5365.28733503819,15663167.2971161,"Chinomso",769.079054747708,"Germany","Female",50.8491404252127,5.01005730498582,135605.953615666,2.98994269501418,1,1,152655.477495158,"1"
"2596",2596,15737310,"Thompson",633,"France","Male",29,10,130206.28,1,1,0,184654.87,"0"
"5485",5485,15595842,"Paramor",748,"Germany","Male",45,2,119852.01,1,0,0,73853.94,"1"
"4141.1",4141,15762048,"Yuan",841,"Germany","Female",33,7,154969.79,2,1,1,99505.75,"0"
"1424",1424,15589221,"Kennedy",657,"Germany","Male",30,1,139762.13,2,1,1,23317.88,"0"
"4158",4158,15719793,"Watson",850,"Spain","Male",62,5,0,2,1,1,180243.56,"0"
"22381",5244.70276057487,15773808.5797146,"Murphy",556.396996571915,"Germany","Female",40.6030034280848,2.47939931438304,132845.1516969,1,1,0,30958.2511426051,"1"
"1556",1556,15709994,"Gallo",658,"France","Female",40,7,140596.95,1,0,1,135459.02,"1"
"9548",9548,15682454,"McFarland",626,"France","Female",34,3,0,2,1,1,37870.29,"0"
"6766",6766,15689955,"Arcuri",461,"France","Female",40,7,0,2,1,0,176547.8,"0"
"4629",4629,15788151,"Moore",650,"Spain","Male",32,1,132187.73,2,1,1,178331.36,"0"
"7173",7173,15682540,"Cremonesi",602,"France","Female",33,8,0,2,1,1,112928.74,"0"
"41301",3527.14937230037,15712991.6393551,"Downer",579.713681349065,"Spain","Female",39.6915373571683,5.9657263730187,61429.7773296095,1,0,0,77467.4977146226,"1"
"19381",3308.98954738211,15755070.9838838,"Lei",615.312613244168,"Spain","Male",58.6145644593053,7.80728222965263,73798.3185581896,1,0,0,38784.4011070928,"1"
"1614.2",1614,15674811,"Kellway",739,"Germany","Male",29,3,59385.98,2,1,1,105533.96,"0"
"7665",1491.27424996812,15672349.4948018,"Algarin",590.24735234119,"France","Male",33.1785294022411,5.91073529887944,0,1,1,0,98474.1910628285,"1"
"623.1",623,15636444,"Craig",535,"Germany","Female",53,5,141616.55,2,1,1,75888.65,"0"
"9969",9969,15733491,"McGregor",512,"Germany","Female",40,8,153537.57,2,0,0,23101.13,"0"
"3831.2",3831,15720713,"Chibueze",850,"France","Female",29,10,0,2,1,1,199775.67,"0"
"9925",9925,15578865,"Palerma",632,"Germany","Female",50,5,107959.39,1,1,1,6985.34,"1"
"5613",8635.95778504014,15758869.7812528,"Eipper",712.48117769137,"France","Male",34.4989733286202,1.83276296034455,14064.6468930218,3,0,1,68522.3285369415,"1"
"3438",3438,15619436,"Pan",700,"France","Female",32,3,0,1,0,0,95740.37,"0"
"4836",4836,15590623,"Kovalyov",561,"Spain","Male",34,4,85141.79,2,1,1,29217.37,"0"
"8658",8658,15684316,"Udokamma",532,"France","Male",43,9,0,2,0,0,190573.91,"1"
"74.1",74,15779052,"Ballard",604,"Germany","Female",25,5,157780.84,2,1,1,58426.81,"0"
"3748",3748,15645835,"Milani",605,"France","Male",32,9,0,2,1,1,55724.24,"0"
"8469",8469,15672983,"Fernando",678,"Spain","Female",27,5,87099.85,2,1,0,149550.95,"0"
"19491",5184.61988088279,15721504.3168994,"Chung",587.26359388954,"France","Male",66.5427239958663,8.49715173360892,114276.790959583,1.50284826639108,1,1,91647.9658258218,"1"
"3127",3127,15691808,"King",656,"France","Male",43,7,134919.85,1,1,0,194691.95,"0"
"7638",7638,15604196,"Simpson",766,"France","Male",32,6,185714.28,1,1,1,102502.5,"0"
"5908.2",5908,15813862,"Yevseyev",526,"Spain","Male",66,7,132044.6,2,1,1,158365.89,"0"
"5052",5052,15572728,"Ross",704,"Spain","Male",36,8,127397.34,1,1,0,151335.24,"0"
"144",144,15713483,"Greeves",793,"Spain","Male",52,2,0,1,1,0,159123.82,"1"
"5446",5446,15779174,"Young",451,"France","Female",36,2,0,2,1,1,180142.42,"0"
"2400",2400,15672516,"Wall",541,"Germany","Male",51,7,90373.28,2,1,0,179861.79,"0"
"7792",1020.5443765521,15576434.6585939,"Palerma",586.170095220907,"Germany","Male",43.51028566272,8.17009522090666,128355.642535162,1,1,0,79359.0313862952,"1"
"4207",4207,15720929,"Kazantseva",604,"France","Female",47,8,62094.71,3,0,0,9308.1,"1"
"16521",2197.11931370245,15634284.4304219,"Lucchese",558.745431406423,"Spain","Male",48.8363790623844,6.93635785160586,105045.056054526,1,1,0,167944.178280061,"1"
"7402",1429.61092898715,15784457.0973538,"Hancock",567.116214764304,"France","Male",51.3867707522586,3.40330731193535,19364.9968732788,1,1,1,182266.394222952,"1"
"7351.1",7351,15713160,"Lin",669,"Spain","Male",25,7,157228.61,2,1,0,124382.9,"0"
"7938",7938,15775886,"Su",670,"France","Male",36,3,0,1,1,0,140754.19,"1"
"10710",332.011580167338,15734105.6101934,"Taubman",712.457879988477,"France","Female",26.8192933294922,6.83415921591222,111671.5377869,1,1,0,156451.966372715,"1"
"2643",2643,15581548,"Kaodilinakachukwu",637,"Spain","Female",22,5,98800,1,1,0,122865.55,"0"
"8026",8026,15571873,"Sung",655,"France","Male",24,9,107065.31,1,1,1,51959.82,"0"
"4217",4217,15718852,"Uren",794,"France","Male",56,9,96951.21,1,1,1,71776.76,"0"
"6658.1",6658,15780056,"Reid",660,"Spain","Male",33,4,0,1,1,0,29664.45,"0"
"897.1",897,15733119,"Mistry",718,"France","Male",35,8,0,2,1,0,94820.85,"0"
"86910",1620.40961025469,15727298.6077932,"Tikhonov",543.72827299498,"France","Female",43.3786211675033,9,134340.26425776,1.65534470812418,1,0,112124.983431902,"1"
"1217.1",1217,15682528,"Cremonesi",572,"France","Male",33,5,0,1,0,1,41139.05,"0"
"3372",3372,15625175,"Palerma",742,"Germany","Female",43,6,97067.69,1,0,1,60920.03,"1"
"16121",2127.47022494231,15765860.8701474,"Clarke",608.150186351966,"Spain","Female",54.8538045450114,5.09746363665909,0,1,0,1,194502.25486469,"1"
"2180",2180,15787459,"Parkes",745,"Spain","Male",40,3,88466.82,1,0,0,116331.42,"0"
"5683.1",5683,15759290,"Coleman",620,"Spain","Male",29,9,0,2,1,0,13133.88,"0"
"2937.1",2937,15671766,"Enyinnaya",599,"France","Male",44,10,118577.24,1,1,1,31448.52,"0"
"9843.2",9843,15746704,"Jibunoh",638,"Spain","Male",30,9,136808.53,2,1,1,106642.97,"0"
"13921",2224.33314439189,15736051.9663754,"P'eng",767.092434837483,"Germany","Female",35.0100230546668,6.00111367274076,132205.181770874,1,1,0,115553.956765273,"1"
"3422",3422,15767722,"Richardson",593,"France","Female",39,0,117704.73,1,1,0,197933.5,"0"
"19331",2842.06917993631,15759160.4403969,"Scott",705.382756118663,"Spain","Male",44.5680681578815,3.78403407894075,33957.8729288381,1.60798296052963,0,1,99685.1941454944,"1"
"134.2",134,15642004,"Alekseeva",686,"France","Male",25,1,0,2,0,1,16459.37,"0"
"33951",5061.05708453129,15669814.0454075,"Wanliss",813.269103863742,"Germany","Female",37.2109673868399,6.1345519318711,84890.1479969535,1,0,1,30212.2128566784,"1"
"4316",4316,15763980,"Beneventi",632,"Germany","Male",30,1,58668.02,1,1,1,78670.52,"0"
"8451",8451,15710053,"Neumayer",667,"Germany","Female",44,5,140406.68,2,0,1,57164.19,"0"
"15481",2489.71130188648,15791678.598246,"Lei",613.56485218578,"Germany","Male",59.3682006818708,1.12552302447148,85140.5299692364,1,1,1,145502.30635853,"1"
"9949.1",9949,15735078,"Onwughara",724,"Germany","Female",53,1,139687.66,2,1,1,12913.92,"0"
"9643",1455.12627408793,15776825.6188938,"Esposito",768.212344261352,"Spain","Male",55.2440543570556,9,59205.239676435,1,0,0,163648.524044814,"1"
"4404",4404,15616859,"Bonwick",602,"Germany","Female",43,2,113641.49,4,1,0,115116.35,"1"
"3614.1",3614,15770159,"Nnanna",664,"Germany","Male",25,6,172812.72,2,1,1,108008.65,"0"
"3931",3931,15626008,"Miller",622,"Germany","Female",52,9,111973.97,1,1,1,162756.29,"1"
"2211",2211,15769917,"Onyekachi",673,"Germany","Female",34,1,127122.79,3,0,1,76703.1,"0"
"42961",6813.25336867943,15801874.4505003,"Ruggiero",780.400720104109,"France","Male",47.9571942931507,0.0856114136986434,54654.7986568389,1,1,0,84039.5788268517,"1"
"5584",5584,15620579,"Dunn",695,"Spain","Female",31,8,0,2,0,1,131644.41,"0"
"4124.1",4124,15648225,"Shephard",652,"Spain","Female",38,1,103895.31,1,0,1,159649.44,"0"
"7545",7545,15791326,"Nnamdi",566,"France","Male",34,3,0,1,0,0,188135.69,"0"
"7994.2",7994,15754494,"Ah Mouy",585,"France","Female",33,4,152805.05,1,1,0,63239.65,"0"
"3589.1",3589,15571958,"McIntosh",489,"Spain","Male",40,3,221532.8,1,1,0,171867.08,"0"
"6207",6207,15776124,"Mann",802,"Spain","Male",51,7,0,1,0,1,40855.79,"0"
"2307",2307,15602034,"Kolesnikov",697,"France","Female",34,2,126558.92,1,1,0,73334.43,"0"
"268",268,15777076,"Clark",651,"France","Male",36,7,0,2,1,0,13898.31,"0"
"24051",3449.23683989816,15659639.538239,"Wall",572.097217744449,"Spain","Female",44.0369043780956,4.34563479269855,111461.377125488,2,1,0,97341.7690724649,"1"
"8522",8522,15579207,"Watkins",545,"France","Male",37,3,91184.01,1,1,0,105476.65,"0"
"56091",9033.01978233084,15785130.2486597,"Whitworth",620.11951824883,"Germany","Male",43.0024727913551,7.50041213189252,140138.448567115,1.50041213189252,0,1,168267.938236367,"1"
"8446",8446,15678333,"Parry-Okeden",683,"France","Female",26,7,0,2,1,0,86619.77,"0"
"55181",7767.93303133687,15792997.3381337,"Watson",625.663508277852,"Germany","Female",47.5779462251812,8.93345966888592,144244.074736611,1.64448655629531,1,1,143609.911742405,"1"
"59811",9745.0309924609,15680878.87505,"Marcelo",627.812140156515,"Germany","Male",24.05239613913,5,102675.682925658,1.9869009652175,1,0,56129.37823021,"1"
"22281",3330.23928845744,15654154.7979829,"Hickey",485.254101445666,"France","Male",56.9985664850101,6.49992036027834,134265.370465508,1,0,0,113348.043479738,"1"
"13091",1972.14625023352,15683708.8021406,"Burgin",739.878253768664,"Germany","Male",48.9046708077658,5.67343034618534,85779.0946442832,1.55781011539511,1,0,19717.8313371241,"1"
"5565",5565,15700083,"Lai",609,"Spain","Male",39,2,139443.75,2,1,0,9234.06,"0"
"14271",2968.65015621018,15626927.7787977,"Tu",559.869910852984,"Germany","Female",45.6544687985443,8,99493.9670564887,2,0,0,39877.7058604561,"1"
"2700.1",2700,15600103,"Alexander",633,"Germany","Female",29,8,104944.1,1,1,1,97684.46,"0"
"1936",1936,15799031,"Ayers",523,"France","Male",39,3,0,2,1,0,6726.53,"0"
"1090",1090,15649744,"Fallaci",628,"France","Female",51,3,123981.31,2,1,1,40546.15,"0"
"798",1303.07881790493,15615108.8723684,"Jamison",478.001672188751,"Germany","Male",34.3338907295838,5.26677814591676,13654.4378140303,1.86661092704162,1,0,183645.597082123,"1"
"3628.1",3628,15609475,"Ricci",604,"Spain","Female",39,7,98544.11,1,1,1,52327.57,"0"
"38081",5775.75030116318,15589651.5913526,"Su",809.457397041842,"France","Male",31.8845950835384,6,0,1,1,1,41106.2364025859,"1"
"4221",4221,15711314,"Kao",589,"Spain","Female",45,1,0,1,0,0,125939.22,"1"
"1465.1",1465,15595067,"Zhirov",637,"Spain","Female",40,6,0,2,1,1,181610.6,"0"
"4564",4564,15694376,"Sullivan",705,"Germany","Female",64,3,153469.26,3,0,0,146573.66,"1"
"3490",3490,15809817,"Ch'en",593,"Spain","Male",43,10,0,2,0,0,53478.02,"0"
"27521",4291.47798286006,15604838.5025001,"Stephenson",745.657419830561,"France","Male",35.309408403933,4.0690591596067,72493.6127778943,1,1,1,99808.1553067236,"1"
"4054",4054,15785385,"Fiorentino",550,"Spain","Male",51,5,0,2,1,0,153917.41,"0"
"1165.2",1165,15750776,"Genovese",850,"France","Female",36,0,164850.54,1,1,1,62722.44,"0"
"9101",9101,15743075,"Ko",659,"France","Male",35,6,0,2,1,1,58879.11,"0"
"8865",8865,15599124,"Miller",832,"France","Female",29,5,0,2,1,0,178779.52,"0"
"53761",7734.94511842215,15690722.2839618,"Chukwueloka",500.153090066044,"Germany","Male",47.5495585619938,8.4944934931118,70514.7455419818,2.5055065068882,0,0,170110.708352327,"1"
"9140",9140,15779904,"Yobanna",597,"France","Female",29,5,0,2,1,1,174825.57,"0"
"9500",9500,15700813,"Igwebuike",522,"Germany","Female",25,5,94049.92,2,1,0,103269,"0"
"3116",3116,15582066,"Maclean",561,"France","Male",21,4,0,1,1,1,36942.35,"0"
"2149",2149,15811842,"Artemyeva",630,"Spain","Male",26,7,0,2,1,1,6656.64,"0"
"6437.2",6437,15723216,"Greco",623,"Germany","Male",33,2,80002.33,1,1,1,104079.62,"0"
"8065",1390.39896331541,15680080.088566,"Amechi",678.779815051472,"Spain","Female",41.0097596885171,9.85574861592613,104915.30545229,1,1,0,10195.5703055284,"1"
"53381",5288.88258629711,15739652.1493125,"Osborne",677.377961396938,"Spain","Male",42.6302462287713,5.21008207625709,32760.5267243043,1,1,0,104765.827789066,"1"
"4064",4064,15575691,"Palerma",689,"France","Female",58,5,0,2,0,1,49848.86,"0"
"8953",8953,15713975,"Gibson",565,"Germany","Female",47,10,139756.12,1,1,0,165849.49,"1"
"2798",4129.20929732639,15774553.2426509,"Gallo",746.358272998594,"France","Male",40.9016150305979,6.0983849694021,148218.274805193,1,0,1,58788.6891921572,"1"
